station_no,road_link,location,aadt,aadt_excluding_mc,aadt_pcu,aadt_pcu_excluding_mc,year,detail_url,timestamp,demand,stop_id,stop_name,route_id,data_source,traffic_year,traffic_station_no,traffic_road_link,traffic_aadt,traffic_aadt_pcu,latitude,longitude,capacity_limit,fetched_at
157,NH39-011,Kalanki,62669,23229,53030,33310,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/1515,2025-01-01,2210,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2024/25,157,NH39-011,62669,53030,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
158,F07201,Gwarko East,17981,4517,12620,5863,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/158,2012-01-01,526,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2011/12,158,F07201,17981,12620,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,F07201,Gwarko East,22574,5167,15365,6645,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/318,2013-01-01,640,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2012/13,158,F07201,22574,15365,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,F07201,Gwarko East,23484,5157,15782,6616,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/478,2015-01-01,658,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2014/15,158,F07201,23484,15782,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,F07201,Gwarko East,34374,7264,23393,9761,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/638,2016-01-01,975,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2015/16,158,F07201,34374,23393,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,F07201,Gwarko East,35525,7339,23747,9654,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/798,2017-01-01,989,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2016/17,158,F07201,35525,23747,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,F07201,Gwarko East,55865,12424,38289,15896,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/958,2019-01-01,1595,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2018/19,158,F07201,55865,38289,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,NH15-001,Gwarko East,53608,12963,36497,16150,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/1118,2021-01-01,1521,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2020/21,158,NH15-001,53608,36497,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,NH15-001,Gwarko East,66175,13596,42514,16217,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/1278,2022-01-01,1771,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2021/22,158,NH15-001,66175,42514,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,NH15-001,Gwarko East,59529,12162,38088,14398,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/1438,2023-01-01,1587,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2022/23,158,NH15-001,59529,38088,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
158,NH15-001,Gwarko East,53995,11811,35021,13920,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gwarko East/1516,2025-01-01,1459,Gwarko_East,Gwarko East,Ratna Park - Lagankhel Corridor,dor_portal_live,2024/25,158,NH15-001,53995,35021,27.6802,85.341,900,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,10842,2964,8623,4684,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/159,2012-01-01,359,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2011/12,159,F09401,10842,8623,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,9991,2859,8007,4441,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/319,2013-01-01,334,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2012/13,159,F09401,9991,8007,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,2470,764,2021,1168,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/479,2015-01-01,84,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2014/15,159,F09401,2470,2021,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,5178,1612,4526,2744,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/639,2016-01-01,189,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2015/16,159,F09401,5178,4526,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,4901,1006,3443,1495,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/799,2017-01-01,143,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2016/17,159,F09401,4901,3443,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,5349,1184,3784,1701,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/959,2019-01-01,158,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2018/19,159,F09401,5349,3784,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,8892,1763,6117,2551,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/1119,2021-01-01,255,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2020/21,159,F09401,8892,6117,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,8949,1975,6380,2894,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/1279,2022-01-01,266,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2021/22,159,F09401,8949,6380,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,8173,1765,5749,2545,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/1439,2023-01-01,240,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2022/23,159,F09401,8173,5749,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
159,F09401,Byasi Chowk North,7978,1824,5610,2533,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Byasi Chowk North/1502,2025-01-01,234,Byasi_Chowk_North,Byasi Chowk North,Ratna Park - Lagankhel Corridor,dor_portal_live,2024/25,159,F09401,7978,5610,27.686,85.3085,250,2026-08-08T17:04:54.833838+05:45
160,H1613,Satdobato North,30978,14899,30077,22038,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/160,2012-01-01,1253,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2011/12,160,H1613,30978,30077,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,H1613,Satdobato North,31068,13930,28368,19798,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/320,2013-01-01,1182,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2012/13,160,H1613,31068,28368,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,H1613,Satdobato North,29613,12746,27663,19227,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/480,2015-01-01,1153,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2014/15,160,H1613,29613,27663,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,H1613,Satdobato North,45121,18124,42192,28693,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/640,2016-01-01,1758,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2015/16,160,H1613,45121,42192,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,H1613,Satdobato North,28708,12864,27691,19768,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/800,2017-01-01,1154,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2016/17,160,H1613,28708,27691,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,H1613,Satdobato North,60174,25665,56555,39300,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/960,2019-01-01,2356,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2018/19,160,H1613,60174,56555,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,NH39-014,Satdobato North,64749,25318,55180,35463,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/1120,2021-01-01,2299,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2020/21,160,NH39-014,64749,55180,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,NH39-014,Satdobato North,78318,28301,64965,39956,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/1280,2022-01-01,2707,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2021/22,160,NH39-014,78318,64965,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,NH39-014,Satdobato North,63251,27412,56228,38301,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/1440,2023-01-01,2343,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2022/23,160,NH39-014,63251,56228,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
160,NH39-014,Satdobato North,55157,23004,48833,32754,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Satdobato North/1519,2025-01-01,2035,Satdobato_North,Satdobato North,Ratna Park - Lagankhel Corridor,dor_portal_live,2024/25,160,NH39-014,55157,48833,27.6578,85.3241,1500,2026-08-08T17:04:54.833838+05:45
